endpoint,model,feature_set,leakage_risk,n_folds_evaluated,cindex_mean,cindex_std,cindex_min,cindex_max,cindex_mean_minus_halfsd
hepatic,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8190891670896955,0.10951611512205141,0.5953488372093023,0.9522357723577236,0.7643311095286698
hepatic,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.7845384636347543,0.1085894372065045,0.5849889624724062,0.9237804878048781,0.730243745031502
hepatic,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8254278774911533,0.10973826808272588,0.6062015503875969,0.9542682926829268,0.7705587434497904
hepatic,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.7845384636347543,0.1085894372065045,0.5849889624724062,0.9237804878048781,0.730243745031502
hepatic,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8198249133297664,0.11419546940012458,0.5904382470119522,0.9532520325203252,0.7627271786297041
hepatic,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.7845384636347543,0.1085894372065045,0.5849889624724062,0.9237804878048781,0.730243745031502
hepatic,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8221230430593748,0.11269738082429438,0.6015503875968993,0.9522357723577236,0.7657743526472276
hepatic,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.7845384636347543,0.1085894372065045,0.5849889624724062,0.9237804878048781,0.730243745031502
hepatic,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8205219237054926,0.11206298036672653,0.5968992248062015,0.9573170731707317,0.7644904335221293
hepatic,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.7845384636347543,0.1085894372065045,0.5849889624724062,0.9237804878048781,0.730243745031502
death,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8841160978010876,0.030327582867145608,0.8282402528977871,0.9400218102508179,0.8689523063675147
death,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.871663461798056,0.034500788145159555,0.8124293785310734,0.9298941798941799,0.8544130677254762
death,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8810661744333529,0.035195247718751814,0.815595363540569,0.9520174482006543,0.863468550573977
death,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.871663461798056,0.034500788145159555,0.8124293785310734,0.9298941798941799,0.8544130677254762
death,rsf,current_state_v2_no_visit_history,moderate-high,15,0.8809592017099532,0.0313890751803139,0.8335089567966281,0.9432933478735005,0.8652646641197963
death,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.871663461798056,0.034500788145159555,0.8124293785310734,0.9298941798941799,0.8544130677254762
death,rsf,current_state_v2_no_visit_history,moderate-high,15,0.879846919142089,0.031848988995465524,0.8229715489989463,0.9465648854961832,0.8639224246443562
death,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.871663461798056,0.034500788145159555,0.8124293785310734,0.9298941798941799,0.8544130677254762
death,rsf,current_state_v2_no_visit_history,moderate-high,15,0.880688316285903,0.03246913547655112,0.8261327713382508,0.9432933478735005,0.8644537485476275
death,xgb_aft,current_state_v2_no_visit_history,moderate-high,15,0.8721907687660407,0.03364116570331979,0.8203389830508474,0.9298941798941799,0.8553701859143809
