feature,importance,suspicious
ast_std,0.003868649248033762,False
chol_first,0.003866570768877864,False
fibs_stiffness_med_BM_1_rel_delta,0.0038507264107465744,False
chol_latest,0.003831075504422188,False
triglyc_rel_delta,0.003775123506784439,False
miss_visit_10,0.0037724021822214127,True
bilirubin_slope,0.0037475686985999346,False
ast_alt_ratio_latest,0.003724978771060705,False
gluc_fast_last,0.003719111206009984,False
alt_last,0.0037165929097682238,False
plt_min,0.0036742459051311016,False
bilirubin_min,0.0036705334205180407,False
aixp_aix_result_BM_3_last,0.003656728658825159,False
plt_slope,0.0035987754818052053,False
aixp_aix_result_BM_3_delta,0.00352600309997797,False
BMI_delta,0.003519675461575389,False
gluc_fast_delta,0.003473688615486026,False
triglyc_min,0.0034585706889629364,False
fib4_latest,0.0033770191948860884,False
bilirubin_last,0.003254031529650092,False
miss_visit_4,0.0032220531720668077,True
gluc_fast_min,0.003202063962817192,False
fibrotest_BM_2_age_latest,0.0031821862794458866,False
fib4_delta,0.0031783648300915956,False
aixp_aix_result_BM_3_max,0.0031771091744303703,False
BMI_rel_delta,0.003050151513889432,False
apri_delta,0.003037420567125082,False
ggt_first,0.003021666081622243,False
ggt_mean,0.002997148083522916,False
alt_rel_delta,0.002995224203914404,False
fibs_stiffness_med_BM_1_delta,0.002978898584842682,False
miss_visit_5,0.0029688572976738214,True
fibs_stiffness_med_BM_1_slope,0.0029375075828284025,False
plt_std,0.0029081173706799746,False
alt_std,0.0028880550526082516,False
ast_mean,0.002871888456866145,False
gluc_fast_rel_delta,0.002856916980817914,False
alt_first,0.0028431927785277367,False
BMI_std,0.0027061256114393473,False
plt_last,0.002593051642179489,False
apri_v2,0.0025844555348157883,False
BMI_min,0.0025683019775897264,False
gluc_fast_first,0.0025554122403264046,False
miss_ast,0.0025493509601801634,False
ggt_median,0.002533318242058158,False
age_first_visit,0.002532554790377617,False
ggt_delta,0.002526988973841071,False
T2DM,0.002517727902159095,False
alt_max,0.002508326433598995,False
x_fibrotest_fib4_latest,0.002493123756721616,False
miss_plt,0.00244544236920774,False
x_stiffness_over_plt_latest,0.002417216543108225,False
plt_delta,0.0024170945398509502,False
triglyc_slope,0.0024079037830233574,False
ast_alt_ratio_slope,0.0023904696572571993,False
ast_rel_delta,0.0023688541259616613,False
triglyc_max,0.00234176660887897,False
ast_delta,0.002288547810167074,False
alt_median,0.0022873880807310343,False
ast_alt_ratio_v1,0.0022758750710636377,False
fibrotest_BM_2_slope,0.0022659306414425373,False
miss_visit_1,0.002169911051169038,True
BMI_last,0.002148786559700966,False
x_fibrotest_astalt_latest,0.0021435038652271032,False
BMI_first,0.002130725421011448,False
chol_rel_delta,0.0021128293592482805,False
ast_alt_ratio_delta,0.002029507653787732,False
BMI_age_latest,0.0020247141364961863,False
ast_slope,0.0020138733088970184,False
miss_visit_8,0.001946984208188951,True
fibs_stiffness_med_BM_1_std,0.0019435229478403926,False
chol_min,0.0019259058171883225,False
gluc_fast_latest,0.00189446029253304,False
ast_alt_ratio_v2,0.0018669718410819769,False
bilirubin_std,0.0018603806383907795,False
fibrotest_BM_2_rel_delta,0.001825604005716741,False
aixp_aix_result_BM_3_min,0.0017855119658634067,False
plt_mean,0.0017784347292035818,False
triglyc_std,0.0017745178192853928,False
fibrotest_BM_2_delta,0.0017735990695655346,False
ast_first,0.0016904649091884494,False
gluc_fast_max,0.0016581781674176455,False
ast_age_latest,0.001633434440009296,False
miss_gluc_fast,0.00163200031965971,False
plt_rel_delta,0.0016075234161689878,False
chol_median,0.0015976004069671035,False
aixp_aix_result_BM_3_first,0.0015841118292883039,False
miss_aixp_aix_result_BM_3,0.001529185101389885,False
alt_min,0.0015016134129837155,False
chol_mean,0.0014148122863844037,False
aixp_aix_result_BM_3_rel_delta,0.0014127787435427308,False
miss_visit_11,0.0014056471409276128,True
bilirubin_rel_delta,0.0013786912895739079,False
apri_v3,0.0013243579305708408,False
fib4_v3,0.0013063391670584679,False
miss_chol,0.0012825550511479378,False
bilirubin_delta,0.0012593903811648488,False
x_bmi_fib4_latest,0.0012464034371078014,False
aixp_aix_result_BM_3_median,0.001230916241183877,False
aixp_aix_result_BM_3_mean,0.00119948445353657,False
Hypertension,0.0011909119784832,False
ast_last,0.0011711323168128729,False
bilirubin_first,0.0011320157209411263,False
BMI_mean,0.0011098308023065329,False
fibrotest_BM_2_latest,0.00100724957883358,False
plt_age_latest,0.0009513344848528504,False
triglyc_mean,0.0009478122228756547,False
fib4_v2,0.0009402756695635617,False
alt_age_latest,0.0008384452085010707,False
chol_slope,0.0007127241115085781,False
aixp_aix_result_BM_3_latest,0.0006915986305102706,False
fibs_stiffness_med_BM_1_first,0.0006644539535045624,False
miss_visit_2,0.0006150324479676783,True
ggt_max,0.0005978479748591781,False
bariatric_surgery,0.0005654204869642854,False
alt_latest,0.00047156497021205723,False
miss_triglyc,0.0002953306247945875,False
miss_bilirubin,1.8047016055788845e-05,False
gender,0.0,False
bariatric_surgery_age,0.0,False
Dyslipidaemia,0.0,False
ggt_age_latest,0.0,False
gluc_fast_age_latest,0.0,False
triglyc_age_latest,0.0,False
